name,upperLength,clothesStyles,hairStyles,upperBlack,upperBrown,upperBlue,upperGreen,upperGray,upperOrange,upperPink,upperPurple,upperRed,upperWhite,upperYellow
img_qh_test1A_00042003290.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00043009682.jpg,LongSleeve,Solidcolor,Short,,,,,,,1,,,,
img_qh_test1A_00044001986.jpg,LongSleeve,multicolour,Long,,,,,,,,,,1,
img_qh_test1A_00045006163.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00046005323.jpg,ShortSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00047004798.jpg,ShortSleeve,lattice,Short,1,,,,,,,,,1,
img_qh_test1A_00048007732.jpg,LongSleeve,multicolour,Long,,,,,,,,,1,1,
img_qh_test1A_00049001401.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00050000905.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_test1A_00051007619.jpg,ShortSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_test1A_00052000156.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_test1A_00053006937.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00054008077.jpg,LongSleeve,Solidcolor,middle,,,,,,1,,,,,
img_qh_test1A_00055006735.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00056009983.jpg,LongSleeve,Solidcolor,middle,,,,,,,1,,,,
img_qh_test1A_00057001670.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_test1A_00058000248.jpg,LongSleeve,multicolour,Long,,,,,1,,,,,,
img_qh_test1A_00059007639.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00060000864.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00061008908.jpg,ShortSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00062007462.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00063002107.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00064001147.jpg,LongSleeve,multicolour,Short,,,,,,,,,,1,
img_qh_test1A_00065001443.jpg,LongSleeve,multicolour,Long,,,,,,1,,,,,
img_qh_test1A_00066001222.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00067009897.jpg,LongSleeve,multicolour,Long,1,,,,1,,,,,1,
img_qh_test1A_00068007256.jpg,LongSleeve,multicolour,Long,1,,,,,,,,1,1,
img_qh_test1A_00069005997.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00070009990.jpg,LongSleeve,multicolour,Long,1,1,,,1,,,,,1,
img_qh_test1A_00071006970.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00072008766.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00073009396.jpg,LongSleeve,Solidcolor,middle,,,,1,,,,,,,
img_qh_test1A_00074001166.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00075004651.jpg,LongSleeve,Solidcolor,Short,,,,,,,1,,,,
img_qh_test1A_00076002634.jpg,LongSleeve,multicolour,Short,,,,,,,1,,,,
img_qh_test1A_00077008091.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00078004685.jpg,LongSleeve,multicolour,Long,,,1,,,,,,,1,
img_qh_test1A_00079008015.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00080009435.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00081004256.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00082002878.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00083007269.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00084008068.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_test1A_00085003745.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,,1
img_qh_test1A_00086003556.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00087002942.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00088007253.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00089001973.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00090009400.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00091006645.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00092003765.jpg,LongSleeve,multicolour,Long,1,,,,1,,,,,1,
img_qh_test1A_00093001944.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00094001402.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00095009762.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_test1A_00096002344.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00097002067.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00098000944.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00099007241.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,,
img_qh_test1A_00100004655.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00101006848.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00102005832.jpg,LongSleeve,multicolour,Long,,,,,1,,1,,,,
img_qh_test1A_00103006040.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00104001261.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_test1A_00105004652.jpg,ShortSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_test1A_00106009853.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00107009728.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00108004130.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00109001371.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00110007221.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_test1A_00111004031.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00112007166.jpg,LongSleeve,multicolour,Long,,,,,,,,,,,
img_qh_test1A_00113004882.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00114009155.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00115008030.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00116006675.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00117000166.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,,
img_qh_test1A_00118005997.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00119000776.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00120005893.jpg,LongSleeve,multicolour,Short,,,1,,1,,,,,,
img_qh_test1A_00121009231.jpg,LongSleeve,multicolour,Short,1,,,,1,,,,,,
img_qh_test1A_00122004189.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,,
img_qh_test1A_00123007287.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00124000302.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00125000454.jpg,LongSleeve,Solidcolor,Short,,,,,,1,,,,,
img_qh_test1A_00126007101.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00127008275.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,1
img_qh_test1A_00128009294.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,1,
img_qh_test1A_00129001039.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_test1A_00130000187.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,,
img_qh_test1A_00131002793.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,1,
img_qh_test1A_00132001945.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00133004766.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,1,,
img_qh_test1A_00134002731.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00135000849.jpg,ShortSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_test1A_00136002610.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00137008311.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00138003641.jpg,ShortSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_test1A_00139009043.jpg,LongSleeve,multicolour,Long,,,,,1,,1,,,,
img_qh_test1A_00140006566.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00141000674.jpg,ShortSleeve,multicolour,Long,,,,,,,,,,1,
img_qh_test1A_00142005304.jpg,LongSleeve,multicolour,Long,,,,,,,,,,,1
img_qh_test1A_00143004906.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_test1A_00144001835.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00145007290.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_test1A_00146007783.jpg,LongSleeve,multicolour,Short,1,1,,,1,,,,,,
img_qh_test1A_00147002286.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00148005544.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00149001836.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00150002099.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00151007762.jpg,LongSleeve,multicolour,Short,1,,,,1,,,,,,
img_qh_test1A_00152002441.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00153003372.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00154008772.jpg,LongSleeve,multicolour,Short,1,,,,1,,,,,,
img_qh_test1A_00155008885.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00156003582.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,,
img_qh_test1A_00157006015.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00158004066.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_test1A_00159008409.jpg,LongSleeve,Solidcolor,Long,,,,,,,,1,,,
img_qh_test1A_00160001973.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00161006049.jpg,LongSleeve,multicolour,Short,,,1,,,,,,,1,
img_qh_test1A_00162004380.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,1,,
img_qh_test1A_00163003755.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_test1A_00164000234.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00165004950.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,1,
img_qh_test1A_00166005428.jpg,LongSleeve,Solidcolor,middle,,1,,,1,,,,,,
img_qh_test1A_00167000409.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00168008360.jpg,LongSleeve,Solidcolor,middle,,,,,1,,,,,,
img_qh_test1A_00169001093.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00170001739.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00171005390.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,1,,
img_qh_test1A_00172001286.jpg,ShortSleeve,multicolour,Short,,,,,,,,,,1,
img_qh_test1A_00173009425.jpg,LongSleeve,multicolour,Long,1,,,,1,,,,,1,
img_qh_test1A_00174002412.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00175000558.jpg,LongSleeve,lattice,Short,1,,,,,,,,,1,
img_qh_test1A_00176005205.jpg,ShortSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_test1A_00177006867.jpg,LongSleeve,multicolour,Long,1,,,,1,,,,,,
img_qh_test1A_00178001112.jpg,LongSleeve,multicolour,Short,1,,,,1,,,,,1,
img_qh_test1A_00179008103.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00180005681.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00181003326.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00182009636.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00183007414.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_test1A_00184009182.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00185001467.jpg,LongSleeve,multicolour,middle,,,1,,,,,,,,
img_qh_test1A_00186007303.jpg,LongSleeve,Solidcolor,Short,1,,1,,,,,,,,
img_qh_test1A_00187004134.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00188007644.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00189000216.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00190009821.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,1,,,
img_qh_test1A_00191002473.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00192008772.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00193004593.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00194006458.jpg,LongSleeve,Solidcolor,Short,,,1,,1,,,,,,
img_qh_test1A_00195007309.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,,
img_qh_test1A_00196004279.jpg,LongSleeve,Solidcolor,middle,,,,1,,,,,,,
img_qh_test1A_00197009986.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00198005932.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00199002185.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_test1A_00200000501.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00201009789.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00202005533.jpg,LongSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_test1A_00203005563.jpg,ShortSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_test1A_00204006709.jpg,LongSleeve,Solidcolor,Short,1,1,,,,,,,,,
img_qh_test1A_00205001274.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00206001340.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00207001988.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00208008786.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_test1A_00209006765.jpg,ShortSleeve,multicolour,Long,,,,,1,,,,,,
img_qh_test1A_00210000500.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00211005251.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00212003196.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,,
img_qh_test1A_00213007344.jpg,LongSleeve,lattice,Long,1,,,,,,,,,1,
img_qh_test1A_00214002803.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,,1
img_qh_test1A_00215004555.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,1,,
img_qh_test1A_00216002056.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_test1A_00217002346.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00218006956.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00219004662.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00220002656.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00221004791.jpg,ShortSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_test1A_00222000026.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_test1A_00223008326.jpg,LongSleeve,multicolour,Long,,,,,,,,,,1,1
img_qh_test1A_00224000678.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00225005116.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,,
img_qh_test1A_00226006223.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00227004006.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00228005869.jpg,LongSleeve,lattice,Short,1,,,,,,,,,1,
img_qh_test1A_00229008846.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00230008778.jpg,ShortSleeve,multicolour,Long,,,,,,,1,,,1,
img_qh_test1A_00231000285.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00232004569.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00233006223.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00234002935.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_test1A_00235002172.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,
img_qh_test1A_00236009712.jpg,LongSleeve,Solidcolor,Long,,,,,,,,1,,,
img_qh_test1A_00237004360.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00238008761.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00239003165.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00240009883.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00241008222.jpg,LongSleeve,multicolour,Short,,1,,,1,,,,,,
img_qh_test1A_00242007608.jpg,LongSleeve,multicolour,Short,,,,,,,,1,,,
img_qh_test1A_00243000042.jpg,ShortSleeve,lattice,Short,1,,,,,,,,,1,
img_qh_test1A_00244004873.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00245007991.jpg,LongSleeve,multicolour,middle,,,,,,,,,,1,
img_qh_test1A_00246003733.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00247000268.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00248004680.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00249005651.jpg,ShortSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_test1A_00250006819.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00251007467.jpg,LongSleeve,multicolour,Long,,,,,,,1,,,,
img_qh_test1A_00252004197.jpg,LongSleeve,multicolour,middle,,,,,1,,,,,,
img_qh_test1A_00253004359.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00254003146.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,,
img_qh_test1A_00255004370.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00256005978.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,1,
img_qh_test1A_00257000843.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00258001407.jpg,ShortSleeve,Solidcolor,Long,,,,,1,,,,,1,
img_qh_test1A_00259006537.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00260003175.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_test1A_00261009179.jpg,LongSleeve,multicolour,Long,1,,,,,,1,,,,
img_qh_test1A_00262000010.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00263001140.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,,
img_qh_test1A_00264007515.jpg,LongSleeve,multicolour,Long,1,,1,,,,,,,,
img_qh_test1A_00265001576.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,1,
img_qh_test1A_00266007475.jpg,LongSleeve,Solidcolor,Long,,,,1,1,,,,,,
img_qh_test1A_00267003948.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00268005044.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00269008352.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00270003456.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,,
img_qh_test1A_00271004801.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00272001015.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_test1A_00273001692.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00274008118.jpg,LongSleeve,multicolour,Long,1,,1,,,,,,,,
img_qh_test1A_00275001206.jpg,LongSleeve,multicolour,Long,,,,,,,,,1,,
img_qh_test1A_00276005137.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00277002837.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00278000239.jpg,LongSleeve,Solidcolor,Long,,,,,,,,1,1,,
img_qh_test1A_00279006266.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_test1A_00280001851.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00281003816.jpg,ShortSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00282009189.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_test1A_00283005490.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,1,
img_qh_test1A_00284009995.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00285004915.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00286005036.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_test1A_00287008470.jpg,LongSleeve,multicolour,Short,1,,,,1,,,,,,
